web-scraper-order,web-scraper-start-url,item,item-href,name,serving_size,calories,cholesterol,sodium,total_fat,saturated_fat,trans_fat,total_carbs,dietary_fiber,sugar
"1608728437-198","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Corn on the Cob70 Calories · Homestyle sides (individual)","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+corn+on+the+cob&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzRMKy40NS0wTdFSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVODstWSE5vyhPIT9PoSQjFchOAgD0hPQJzQAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wSHoFCBIQiQE","Corn on the Cob","1 Side","70","Cholesterol 0 mg0%","Sodium 0 mg0%","null","Saturated fat 0 g0%","Trans fat regulation 0 g","Total Carbohydrate 17 g5%","Dietary fiber 2 g8%","Sugar 3 g"
"1608728459-208","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Potato Salad340 Calories · Homestyle sides (individual)","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+potato+salad&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMsihIKsmoMtNSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVIDstWaEgvySxJF-hODEnMQUAkAAlgsoAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wPnoECBIQdQ","Potato Salad","1 Side","340","Cholesterol 25 mg8%","Sodium 290 mg12%","Total Fat 28 g43%","null","Trans fat regulation 0 g","Total Carbohydrate 19 g6%","Dietary fiber 2 g8%","Sugar 3 g"
"1608728464-210","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Nashville Hot Kentucky Grilled Chicken Drumstick100 Calories · Nashville hot chicken","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+nashville+hot+kentucky+grilled+chicken+drumstick&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMsihIMjY0LtdSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4jVJDstWSEvsTijLDMnJ1UhI79EIRtoemlydqVCehFILEUhOSMzGSiokFJUmltcAmQDAHOI00juAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wPHoECBIQcQ","Nashville Hot Kentucky Grilled Chicken Drumstick","43 Grams","100","Cholesterol 55 mg18%","Sodium 260 mg10%","Total Fat 6 g9%","null","Trans fat regulation 0 g","Total Carbohydrate 0 g0%","Dietary fiber 0 g0%","Sugar 0 g"
"1608728499-226","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Spicy Crispy Chicken Thigh270 Calories · Spicy crispy chicken","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+spicy+crispy+chicken+thigh&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMsihIys2osNRSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVLjstWaG4IDO5UiG5KLO4AEhlZCZnp-YplGRkpmcAAKVi75_YAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wLHoECBIQUQ","Spicy Crispy Chicken Thigh","79 Grams","270","Cholesterol 65 mg21%","Sodium 720 mg30%","Total Fat 20 g30%","null","Trans fat regulation 0 g","Total Carbohydrate 10 g3%","Dietary fiber 1 g4%","Sugar 0 g"
"1608728448-203","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Biscuit180 Calories · Homestyle sides (individual)","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+biscuit&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMMjYwNCkoytVSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4iVOzstWSEpszi5NLMEAB0cwEjFAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wQ3oECBIQfw","Biscuit","1 Biscuit","180","Cholesterol 0 mg0%","Sodium 520 mg21%","Total Fat 8 g12%","null","Trans fat regulation 0 g","Total Carbohydrate 22 g7%","Dietary fiber 1 g4%","Sugar 1 g"
"1608728484-219","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Nashville Hot Spicy Crispy Chicken Breast540 Calories · Nashville hot chicken","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+nashville+hot+spicy+crispy+chicken+breast&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzRMKy40NSkyKtRSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVNzstWSEvsTijLDMnJ1UhI79EobggM7lSIbkos7gASGVkJmen5ikkFaUmFpcAAEsxUp7nAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wM3oECBIQXw","Nashville Hot Spicy Crispy Chicken Breast","171 Grams","540","Cholesterol 100 mg33%","Sodium 1,390 mg57%","Total Fat 40 g61%","Saturated fat 7 g35%","Trans fat regulation 0 g","Total Carbohydrate 14 g4%","Dietary fiber 2 g8%","Sugar 1 g"
"1608728504-228","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Kentucky Grilled Chicken Whole Wing70 Calories · Kentucky grilled chicken","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+kentucky+grilled+chicken+whole+wing&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMMjYwqCo3M9JSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVPTstWSEbaF5pcnalQnpRZk5OaopCckZmMlBQoTwjPydVoTwzLx0AoILADuEAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wKnoECBIQTQ","Kentucky Grilled Chicken Whole Wing","30 Grams","70","Cholesterol 45 mg15%","Sodium 180 mg7%","Total Fat 3 g4%","Saturated fat 1 g5%","Trans fat regulation 0 g","Total Carbohydrate 0 g0%","Dietary fiber 0 g0%","Sugar 0 g"
"1608728524-237","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Original Recipe Chicken Drumstick130 Calories · Original recipe chicken","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+original+recipe+chicken+drumstick&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMsihIyjOMT9JSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVNTstWSG_KDM9My8xR6EoNTmzIFUhOSMzOTs1TyGlqDS3uATIBgC6gp-G3wAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wIXoECBIQOw","Original Recipe Chicken Drumstick","53 Grams","130","Cholesterol 55 mg18%","Sodium 430 mg17%","Total Fat 8 g12%","null","Trans fat regulation 0 g","Total Carbohydrate 4 g1%","Dietary fiber 1 g4%","Sugar 0 g"
"1608728493-223","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Extra Crispy Tender260 Calories · Extra crispy tenders","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+extra+crispy+tender&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzRMKy40NcmpLNRSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVPDstWSG1oqQoUSG5KLO4oFKhJDUPaA8ATC5DE9EAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wL3oECBIQVw","Extra Crispy Tender","100 Grams","260","Cholesterol 50 mg16%","Sodium 610 mg25%","Total Fat 14 g21%","Saturated fat 2 g10%","Trans fat regulation 0 g","Total Carbohydrate 15 g5%","Dietary fiber 1 g4%","Sugar 0 g"
"1608728441-200","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Macaroni Salad140 Calories · Homestyle sides (individual)","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+macaroni+salad&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzRMKy40NTVOz9BSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVKDstWSE3MTmxKD8vU6E4MScxBQBsqa-LzAAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wRnoFCBIQhQE","Macaroni Salad","1 Side","140","Cholesterol 15 mg5%","Sodium 290 mg12%","Total Fat 8 g12%","Saturated fat 1 g5%","Trans fat regulation 0 g","Total Carbohydrate 14 g4%","Dietary fiber 0 g0%","Sugar 9 g"
"1608728468-212","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","Nashville Hot Kentucky Grilled Chicken Thigh180 Calories · Nashville hot chicken","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+nashville+hot+kentucky+grilled+chicken+thigh&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzRMKy40TTY2N9RSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4jVIDstWSEvsTijLDMnJ1UhI79EIRtoemlydqVCehFILEUhOSMzGSioUJKRmZ4BAJIYjuHqAAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wOnoECBIQbQ","Nashville Hot Kentucky Grilled Chicken Thigh","74 Grams","180","Cholesterol 90 mg30%","Sodium 470 mg19%","Total Fat 12 g18%","null","Trans fat regulation 0 g","Total Carbohydrate 0 g0%","Dietary fiber 0 g0%","Sugar 0 g"
"1608728450-204","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&ei=ebDgX67tB6yA5wLY27CICQ&q=kfc+menu+nutrition&oq=kfc+menu+n&gs_lcp=CgZwc3ktYWIQAxgAMgUIABCRAjIFCAAQyQMyBQgAEJIDMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoECAAQQzoICAAQsQMQgwE6CAgAELEDEMkDOggILhDHARCvAToLCAAQsQMQgwEQkQI6BwgAELEDEEM6BQgAELEDUOwOWNofYNInaABwAngAgAFyiAHLBJIBAzUuMpgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab","BBQ Baked Beans190 Calories · Homestyle sides (individual)","https://www.google.com/search?rlz=1C1CHBF_enUS905US905&q=kfc+bbq+baked+beans&stick=H4sIAAAAAAAAAONgFuLQz9U3sEwyK1Hi1U_XNzTMsihIyi6sKtdSzk620k_Lz0_Rz03NK40vKMovy0xJLbIC81LzSooyU4sfMZZwC7z8cU9YKnvSmpPXGFO5iNElZMXF5ppXkllSKSTFxSMFd4EGgxQXF5wnJaIlxCn4pOvRx4xVDYIf-o5s4U1Q_WLFpMHIs4hVODstWSEpqVAhKTE7NUUhKTUxrxgAsUMmoc0AAAA&sa=X&ved=2ahUKEwirhqytlOTtAhVGrFkKHYCbA-wQri4wQnoECBIQfQ","BBQ Baked Beans","1 Side","190","Cholesterol 0 mg0%","Sodium 650 mg27%","Total Fat 1 g1%","Saturated fat 0 g0%","Trans fat regulation 0 g","Total Carbohydrate 34 g11%","Dietary fiber 7 g28%","Sugar 15 g"
